Text,Classification
chevron icon doesnt change size according dynamic type aligned with design not suppose change because of bordered view,0
hi aleksandr tikhonov thank you for answering my questions there still typo left over if you could fix i give you my approval cheers i fixed typo,0
same here 13 5 1 iphone 7 message pops up 2 times after opening app updated last time june 23rd day before yesterday,0
at least would motivate see app working if user can see how many contacts were registrated,0
yes but how else could you regularly check whether bluetooth switched on in my opinion download numbers not reliable with regard actual number of users unfortunately much lower,0
please add your observations 759 where error 11 13 handled issue should only about error 2 thanks,0
error occurs when api gets called often in internal defined time frame so there has breakpoint where hook up function gets into loop calling framework or wrong condition leading multiple calls related error code 13 rate limited makes sense error occurred now not earlier because today was first time app actually called api check matching key identifiers chk code did app accessed framework you can check under settings app privacy health covid 19 exposure logging� under�active apps� there grey text where you can see number of times framework was accessed under�exposure checks� you can also get json output of check so you can see if access was successful,0
furthermore ihre should capitalised if im not mistaken ihre third person plural here therefore i dont think should capitalised,0
we are getting closer closer,0
we could exclude certificate pinning for debugging builds or disable using another scheme i think excluding certificate pinning for builds using enacommunity scheme would make sense would not require adding another scheme i dont think there way get any development build endusers app needs distributed through app store or test flight which in both cases trigger review at apple entitlement use exposure notification app also locked sap so no other developer could even build working app uses exposure notification api community build just mocks api enable other developers using fastlane should even make sure no development build gets submitted app store by accident,0
agree follow up on once merged ill try update all screens in on pr,0
message annoying as f k apart from apples responsibility investigate i would very pleased if someone from telekom sap could make efforts im sure youve been paid well enough in advance according apps ridiculously high costs,0
i found,0
i strongly agree with jeehut i think making translation open source as well like mozilla does can speed up process we have such diverse community in germany i guess many of them contribute review make app available in as many languages as possible,0
seems outdated see corona warn app cwa backlog 2 comment,0
probably related 784 however no error message thrown there enabling background app refresh hintergrundaktualisierungen fixed for me see here,0
eisvogelsap adnanzisap are there any news regarding pr afaik its waiting for submission flow pr merged first i assign eisvogelsap since he took over from me,0
image backgrounds in app informationen should clear,0
sebastianwolf sap ok thats fair but maybe we can agree remove 13 6 prefix from 916 title then as my other comments suggest already issue with 13 5 1 not covered by 740 which about background task scheduling after restart,0
dasdom i just really want answer explain why i think such harsh reaction only correct reaction but we were asked not continue on road just keep discussion original topic so instead id like ask question do you guys have any experience with translations management services like two mentioned in my original post or others which one would you recommend for project,0
same problem also happens on android devices,0
hello there api framework just reactivated itself on my device today i did nothing directly fix my phone just notified me about enabled exposure notifications however remarkable i was logged in austrian cell network magenta t when happened my iphone xr was still connected wifi hotspot though cwa refreshed itself seems working fine for now jg,0
small update from our side other officially supported languages beyond english german most certainly come much earlier than expected not for first but straight afterwards once final list of officially supported languages you wont disappointed most certainly there we publish list also ask you all if there are additional ones which you would like have supported could translate choose one or two kick start work on community translation process point we still have quite some things clarify as many ui texts especially privacy notice eula related things are legally binding documents so they need 100 correct but im quite confident we find solution more updates follow as soon as we have them thanks colleagues mit freundlichen gr en best regards sw corona warn app open source team,0
sorry we dont have write access your repository tens0rfl0w move our repository,0
bigger concern at point big pr push about app nearly over when app finally available downloaded by people on other app stores how everyone know try again its not like everyone get notification newspapers etc wont publish story of hey try downloading app again actually makes topic quite urgent longer takes more hurts adoption which directly challenges goals of project,0
intended behavior yesterday first day package from server became available thats why you see only one entry from yesterday today second package became available every 24 hours app feeds all available day packages from last 14 days into exposure notification framework because we need calculate overall risk from all keys have been submitted within relevant timeframe,0
stefanlobbenmeier disabling bluetooth in system settings triggers notification by corona warn app for you does notification show up immediately im testing app on iphone se im not getting any notifications about bluetooth being disabled not even in flight mode,0
hey tkowark mh thanks for your answers intentional design risk vector configured within app was there specific design decision not configure centrally within cwa server seems very important parameter just controlled by pr review process i havent found test using,0
sure just added swiftybeaver third party notice file also i resolved current merge conflicts migrated new code new logging system,0
i approve improves things but its still too complex imho perhaps bit less complex than before but still too complex hopefully allow us wrap up enabutton pr more easily ive tested from my tests seems works fine,0
looks good me certainly better than what we have at moment being said dark mode currently under refinement we give more love dark mode starting tomorrow evening i merge but leave issue open,0
ive same issue iphone xs max ios 13 5 1,0
didnt take longer i just managed few minutes ago make swiftlint happy,0
thanks melloskitten for your review images are supposed disappear tan field adjusted latest accessibility requirements by breaking into multiple lines positiv not resized correctly only when chaning text font size whilst on screen using accessibility inspector in every other case should work as expected,0
,0
yes all screens should adjusted in due course but avoid major merge conflicts i would prefer have one merged first then gradually apply properties every screen what do you think i tend disagree on i would agree if there would one pr coming right after one where all screens adapted imo opening more prs for potentially even more than 5 at stage its too late for also theres story make button adapt nicely larger fonts ideally we should open max 2 prs for each individual story one for implementation one for adoption or do everything in one pr,0
addressed in 752 753,0
due high priority of task i approve inf2381 would you kindly take over,0
,0
bkahlert let s have some patience i understand from what i�ve read�s upstream issue on apple�s end therefore immediate problem does not lie with either telekom or sap hopefully resolved soon in os update,0
class= user mention data hovercard type= user data hovercard url= users christiankienle hovercard data octo click= hovercard link click data octo dimensions= link type self href= would love see swiftgen in project as well prevents many bugs errors also i wonder why we are not using github actions for regarding ci class= user mention data hovercard type= user data hovercard url= users inf2381 hovercard data octo click= hovercard link click data octo dimensions= link type self href=,0
dear colleagues in meanwhile we got feedback from our ux ui team they want say thank you for input part of one of next usability tests results are expected somewhen around end june beginning of july we keep issue open on hold until then get back you with feedback mit freundlichen gr en best regards sw corona warn app open source team,0
tens0rfl0w so must requested upstream at google apple in order implementable if i understand api restrictions you described right there open channel between sap apple google regarding such discussions best argument i read regarding these statistical topics of which lot popped up so far was users without technical expertise would like able see app fulfills its purpose then they ready recommend others� see corona warn app cwa wishlist 5 comment,0
hey tens0rfl0w sorry for delay here unfortunately i was overruled needs aligned internally before we can continue here again thanks for raising issue us sorry for delay,0
seetiger2000 did you reset anything,0
inf2381 just sure you are already working on otherwise id modify pr have checks for authorisation directly on toggle switches which shouldnt change ux at all would roughly take 1h of effort,0
original post by skyfmmf current implementation during onboarding process app shows view informing about what happens when you are tested positive text on page says people whose encrypted random ids your device has collected now receive warning in english localization die personen deren verschl sselte zufallscodes sie gesammelt haben erhalten nun eine warnung in german localization according my understanding of protocol people who have collected encrypted random id of my device are notified current text may allow interpretation ids my device collects are shared with server in case of positive test suggested enhancement state clearly people who have collected id of my device are notified 628 comment,0
please see our faq mit freundlichen gr en best regards sw corona warn app open source team,0
i have on current 1 0 4 too iphone8 reboot did not help,0
we fully understand issue due development phase of project please consider issue as reminder ensure not make into production please leave issue open until resolved in we are testing thank you very much proof of concept implementation of isallowed function can found in dmdevelopermenu swift file private func isallowed bool true if release || debug return true else return false endif thanks for very much for bringing issue up again we put on our checklist used during release prep issue remain open until we have completed checklist,0
app does give warning when bluetooth disabled in settings keep in mind bluetooth swtich in ios control center does not turn off bluetooth radio but just disables pairing known devices,0
hi eisvogelsap pr looks good please align with ux thanks,0
you can see in code no data send address its url cdn download diagnoses keys all other information do risk analysis on each phone,0
just adding my observation as fyi on my iphone se old 2016 no problems battery usage normal on my iphone 11 i noticed significant higher battery usage got really hot morning after did cwa update at 9 20 solution i switched iphone 11 off on again seems fix temperature normal battery usage seems ok again too,0
i think you highly overestimate percentage of people who even semi regularly shutdown reboot their phone might maybe i m not average user offtopic however whole usage of app way too low for several reasons currently there are around 8000 confirmed active infections in germany just 300 of them used app get code for sure does not consider demographics or familiy constellations etc,0
thanks lot,0
hi inf2381 thanks for heads up ive compile branch there popup still coming up when entering settings see,0
thank you very much daimpi for links we just moved ios repository but close as we already have 872 which collects all reports workarounds for issue mit freundlichen gr en best regards sw corona warn app open source team,0
i see similar behaviour but i have ios 13 5 1 so i have submitted separate ticket 920 i have suspicion might related corona app 1 0 7 0 or bad interrupted internet connection,0
fredpi i now had look at pr i think we have also adjust circleci config yml file so swiftgen installed before actually building app we also have consider our internal ci landscape i ask around if might cause any issues report back you i have also assigned inf2381 aka mr ci make him aware about what happening christiankienle thanks for suggestion but i think would rather counterproductive every developer adds news assets should build afterwards automatically causing swiftgen update assets swift file then commit both new assets updated assets swift file ci in contrast should not manipulate files before while building of course setup yield warning within ci swiftgen isnt installed but i guess wont problem with current ci configuration doesnt fail immediately on warnings gosh you are right ci does not need d i really need more sleep lol okay so then ci not concern then pr fine with me so plan if gets merged then actually start using assets swift in our code base right,0
thanks for all additional input i do some further investigation reopen pr if i come up with new findings,0
hi tillnagel update not able fix counters jumped back 7 days or any other values but only prevent from happening in future your contact events are however not affected by since they are not stored by app but exposure notification framework cc tkowark,0
dear adrianapintod thank you for your offer as noted in corona warn app cwa documentation 350 translations are done by dedicated team in close collaboration with rki hence we cannot accept community translations at point,0
mauricearikoglu not exactly true out of context where what you said different what i just said nathanlesage as basically bluetooth discovery feature misused for you dont need explicitly connect nearby device for work statement false as you would not able copy system functionality en provides by misusing bluetooth capabilities thats what my comment referred,0
our knowledge our partners especially rki definitely communicate respective figures regularly we also see quite some advertising campaigns motivate people download use app mit freundlichen gr en best regards sw corona warn app open source team,0
exposuresubmissionimagecardcell needs updated please updated now,0
duplicate of 749 cwa not working on ios 14 beta yet see �,0
hello does anybody know what apple planning fix bug mit freundlichem gru  hans peter bischur am 19 07 2020 um 10 50 schrieb florian101010 hello there api framework just reactivated itself on my device today i did nothing directly fix my phone just notified me about enabled exposure notifications however remarkable i was logged in austrian cell network magenta t when happened my iphone xr was still connected wifi hotspot though cwa refreshed itself seems working fine for now jg i was also logged into austrian mobile network wenn i successfully tried active exposure logging� you are receiving because you commented reply email directly view on github or unsubscribe,0
all changes have been applied haosap please approve changes must not merged before haosap has approved pr,0
i can confirm waiting not opening app for 24 hours solved error 13 issue for me when opening today no longer showed error data was up date,0
hey tkowark thanks for your contribution all hairlines separators in app aligned in due course,0
i had same error iphone 11 ios 13 5 1 i could solve following way in settings allgemein info zertifikatsvertrauenseinstellungen i found self installed root certificate installed from allianz group guess i had project there in past i disabled certificate since then corona app working again reproduce error i enabled certificate but corona app still working perhaps other users had certificates themselves try disable once does someone know how uninstall these certificates i dont need anymore i also have such certificate installed however i can t deactivate,0
,0
thanks for update happy help,0
true i checked on my iphone with no power saving result same so i don think related,0
hi bsi tf cwa thanks for sharing security attack vector for production build of cwa mobile application application specific network address of all contacted servers compiled into source code bundle best regards chris,0
hi there no issues with ios 13 6 dualsim telekom ciao markus,0
thanks inf2381 yeah i tried everything on my side even removed all private projects organizations all of didnt help,0
or instead introduce reproducible git tagging in release pipeline which also sets app information during release builds,0
christiankienle i rebased fix conflicts adapt new asset catalog structure in additional commit i renamed assets xcassets images xcassets ena colors xcassets colors xcassets if youre not okay with change i can withdraw but enables code like images someimageintheassetscatalog instead of assets someimageintheassetscatalog colors somecolorintheenacolorcatalog instead of enacolors someimageintheassetscatalog such effect may also achieved by modifying swiftgen xcassets stencil just let me know what do,0
did somebody received message or can reproduce message,0
,0
i do have same issue,0
since yesterday first diagnosis keys are available now however my app has not updated since yesterday morning my exposure log has not been checked so whole day i was not warned of possible exposures could possibly have infected many more people after release of new keys checks should triggered as soon as possible which not possible with fetch background mode gives app execution time at irregular intervals only only very rarely if app not actively used either apple can make exception for corona warn apps schedule execution more often or silent push notifications would appropriate would allow checks carried out promptly which i urgently consider necessary here as interim solution there way trigger exposure check each time app started or at least manually hi i m having same issue i installed app 8 days ago my exposure log wasn�t checked yet,0
main problem here any dev certificate other than one from sap dev team does not have required entitlements build sign app with release schema =version downloadable in appstore contains hook up for en framework so you cannot build same� app home compare hashes or do other comparisons simplest thing just analyze binarys thats not difficult concerns from people without any tech experience should ignored as you cannot counter them with any technical proofs they always exist,0
dear bohne9 as team working with almost full capacity on implementing all backlog items please excuse some delays in pr review we hope there might more time for after weekend would great if you could keep up date with changes base branch in meantime for further prs we kindly ask only provide ones for issues team marked for community contributions assigned you thanks for your understanding,0
eine woche hat es gedauert iphone11 ios13 5 1 deinstallation und neue installation bringt nichts fehler erscheint sofort wieder,0
i did so i lost contact information bug still there so do not re install,0
yes update not able fix counters jumped back 7 days or any other values but only prevent from happening in future your contact events are however not affected by since they are not stored by app but exposure notification framework,0
,0
hey frnkschmtt underlying view controllers for app information screens were refactored adopt dynamictableviewcontroller please have look at pr 246,0
absolutly but might confuse some users since they are asked for authorization without any context i would suggest having pop up appear when clicking on toggle switches in notification settings wouldnt confuse user as should clear enabling notifications would result in authorization pop up appearing i attached screenshot of how current screen looks like if notifications are not enabled authorized yet i totally agree with your opinion but since rki needs sign off changes on ui i would recommend closing current issue alert now shows up on correct screen directly create feature request discuss with designers rki,0
okay i think i have found problem development branch of my forked repo somehow broken out of sync with development branch of upstream repo im gonna have look how i can fix maybe best way close pr prevent some unwanted changes in project christiankienle do you think changes i made scenes would merged into project if so i would go ahead recreate changes i made on cleaned fixed repo create new pr,0
inf2381 bei mir ist es tats chlich auf 0 zur ckgesprungen,0
what s expression about not attributing malice what can more reasonably attributed otherwise let�s get their email send requests instead,0
spinscale did you check how many log checks do you have fischerwulf s explanation makes lot of sense me so i wonder if anybody has working app after 20 log checks i actually can remember yesterday i also had 20 checks app not working errors etc today after your comment i looked got 14 checks app works now like charm so probably cause for behavior exactly what you said only happens =20 checks,0
thanks for reminder fixed in 85,0
i also think users not open app often i think periodic notifications are most useful when bluetooth turned off of course user can annoyed then but whether he deletes app or leaves bluetooth off doesnt make any difference then,0
good morning yes i resetted everything e g app restarted phone etc mit freundlichem gru  hans peter bischur am 17 07 2020 um 20 07 schrieb thomas augsten notifications github com seetiger2000 did you reset anything� you are receiving because you commented reply email directly view on github or unsubscribe same here no result as behaves same,0
christiankienle thanks i hope i got your question right its actually matter of if part of word omitted use examples on site verd �¡���no whitespace verdammt or similar or whole part word of sentence der horcher der wand� = whitespace,0
update� button also worked for me based on error message was not obvious me simple press on update button would fix problem i missed button previously as you have scroll down see,0
hi i have same issue,0
bug fixed tests written pr opened 807  still in draft iron out rough edges,0
by amount germany was charged for app monthly costs presumably include manual contact tracing but development cost charged by deutsche telekom sap completely inexplicable one could have hoped for more,0
there are still two bugs open first text at top says selection instead of tan entry after cancelling back swipe gesture if you go tan entry view from request tan view cancel back swipe there button text says call instead of next selection view hotline view tan entry view,0
duplicate of 645 known bug from en framework itself not app exposure logging just continue work normal so you can ignore message i know gets annoying probably fixed in future ios software update but app dev team cant do anything about because as mentioned notification comes from os directly,0
dear pixelass thank you very much for raising these concerns while we do have some basic documentation also provided explanatory comments in some code files we could of course always do more we leave issue open as reminder improve comment quantity quality investigate if how support in our ci process,0
hi gkgg thanks for your report you mentioned after upgrading ios 13 6 happened how does look like for ios 13 5 did even happen,0
please use issue template first info there have look at faq avoid duplicates question not already answered in faq question has already been answered there,0
region germany language english ios 13 5 1 iphone 11 pro happens three times day minimum travel distance 15km max,0
new app released today solved problem for me iphone 8 ios 13 5 1,0
s duplicate don�t solve problem i think repo managing repo more important than fixing app only worked properly 4 days since was released,0
bez glich 740 das hatte ich vorher jetzt ist es noch schlimmer,0
i also observed high battery drain on older iphone package corona warn app + covid 19 kontaktprotokoll together account for 26 battery drain phone iphone se old ios 13 5 1 corona warn app 1 0 2 battery usage 24h corana warn 5 health covid 19 kontaktprotokoll 21 compare other battery usage 24h spotify 23 90 minutes streaming via wifi bluetooth headset whatsapp 5 11 minutes yesterday i tried reproduce behaviour from day 1 by charging my phone 100 followed by powercycle then using for 24 hours without charging within 24 hours battery drained from 100 10 battery usage of corona warn app was only 1 ok battery usage of covid 19 exposure logging was about 11 battery drain caused by covid 19 exposure logging reduced 1 2 of what was observed on first day still causes 10 of total battery drain within 24 hours wild guess powercycling helped or higher drain on day 1 was caused by s th like initial calibration of covid 19 exposure logging conclusion from my side battery drain of corona warn app itself seems ok but apples covid 19 exposure logging has room for improvement,0
i am running appstore,0
jlnprssnr das stimmt nicht die einschr nkungen gelten nicht pro itunes account sondern pro ger t in den ios einstellungen kann man unter bildschirmzeit beschr nkungen inhaltsbeschr nkungen apps einstellen welche alterskategorien von apps erlaubt sind oder nicht,0
sebastianwolf sap way i wrote can misunderstood probably not right place discuss anyways was meant as general social criticism not something specific project so ive removed part can understood as personal accusations which i didnt intend do in first place sorry for but i stand general priority criticism fact in end from users point of view people are discriminated if translations in other languages are missing in first at least thats my opinion should covered by code of conduct examples of behavior contributes positive environment for our community include being respectful of differing opinions viewpoints experiences what i can definitely not do watch how some people are prioritized lower than others right in front of my eyes just stay silent if you warn or ban me for so,0
kabulla pls change last ios 14 ios 13 in your comment i mean done freud at work sorry,0
fwiw rebooting my iphone solved for me,0
honest i have not seen any app producing so many something went wrong errors in last years as german corona warning app both on ios android i am sure thing does not do its job properly besides known counting problems as no warning shown at all until you open app good job sap telekom,0
even app itself seem very economical in using battery also needed health app from apple uses 30 for covid 19 kontakprotokoll please check as overall time next recharge dramatically reduced happens even im at home no other unknown bt devices around me maybe issue related my garmin watch also connected by bt my iphone 8 sw 13 5 1,0
couldnt two members of same household who both tested positive but received reported their test results on two different days imho much more likely than two entirely separate incidents,0
changes already in develop github seems have internal issues at moment,0
i know some people which only have ipad mini instead of phone i think would grid idea bring ipad when apimis working here,0
same here,0
here video demonstration of jumping nav title rpreplay final1591798555 mp4 zip,0
flocksserver thanks for hint however according information which we have received directly from apple root cause actually within operating system not related at all app or how built preliminary investigation results show has something do with region issue bugs these nasty popups ios already had in 13 5 seems some erroneous state was persisted in exposure notification framework in operating system leads now complete malfunction on some devices in 13 6 no workarounds known so far except factory reset we definitely wouldnt recommend apple working on fix with highest priority lets cross our fingers they fix soon,0
happened me as well i moved rather 1 mile today in mid berlin,0
in case we are reopening issue in case anybody else can confirm issue with ios 13 6 please let us know mit freundlichen gr en best regards sw corona warn app open source team,0
duplicate of 749 �,0
in my case still says 0 14 days risk unknown i ve restarted app after update,0
not even indirectly by using flight mode disabling bluetooth shutting phone off at night after three day s in row don�t disable bluetooth using flight mode or switch of my iphone off displays still 11 of 14 days problem i�ve now since wednesday shouldnt too difficult for you implement algorithm with modulo,0
here s my feedback on german localisation cwa app ios src xcode ena ena resources localization de lproj localizable strings line 14 in 5f76a4f alert bluetoothoff description = bluetooth muss in den systemeinstellungen aktiviert werden sodass diese app funktioniert sodass damit changed cwa app ios src xcode ena ena resources localization de lproj localizable strings line 171 in 5f76a4f onboardinginfo privacypage boldtext = hello world placeholder should replaced replaced cwa app ios src xcode ena ena resources localization de lproj localizable strings line 173 in 5f76a4f onboardinginfo privacypage normaltext = sie bleiben unerkannt nihre daten werden komplett verschl sselt und pseudonym bertragen nnverantwortliche stelle im sinne des art 4 abs 7 dsgvo nnrobert koch institutnnordufer 20n13353 berlinnbitte lesen sie unsere datenschutzbestimmungen nndatenschutzhinweise pseudonym pseudonymisiert changed second n missing after address cwa app ios src xcode ena ena resources localization de lproj localizable strings line 189 in 5f76a4f onboardinginfo howdoesdataexchangeworkpage title = falls sie positiv getestet werden cwa app ios src xcode ena ena resources localization de lproj localizable strings line 191 in 5f76a4f onboardinginfo howdoesdataexchangeworkpage boldtext = teilen sie es bitte ber die corona warn app mit freiwillig und sicher f r die gesundheit aller get for ellipses there s own unicode character� which probably better for accessibility unfortunately our translation system cant deal with unicode characters cwa app ios src xcode ena ena resources localization de lproj localizable strings line 441 in ac53b85 exposuresubmissionerror defaulterror = allgemeiner exposure submission fehler should translated german changed fehler bei der schl ssel bermittlung cwa app ios src xcode ena ena resources localization de lproj localizable strings line 585 in ac53b85 home thank you card app item title = bitte denken sie hier auch besonders personen die nicht automatisch durch die app informiert werden da sie kein smartphone oder die app haben die app nicht haben� or�die app nicht installiert haben� changed cwa app ios src xcode ena ena resources localization de lproj localizable strings line 636 in ac53b85 home resultcard loadingtitle = aktualisierung l uft ellipsis unicode character cwa app ios src xcode ena ena resources localization de lproj localizable strings line 716 in ac53b85 app information privacy description = sie bleiben unerkannt nihre daten werden komplett verschl sselt und pseudonym bertragen pseudonym pseudonymisiert changed cwa app ios src xcode ena ena resources localization de lproj localizable strings line 718 in ac53b85 app information privacy text = verantwortliche stelle im sinne des art 4 abs 7 dsgvo nnrobert koch institutnnordufer 20n13353 berlinnnbitte lesen sie unsere datenschutzbestimmungen nndatenschutzhinweise nduis id ullamcorper lectus feugiat dapibus lectus in hac habitasse platea dictumst curabitur ante sapien efficitur et elit id aliquam vulputate est proin nec porttitor neque donec lacus augue gravida et lacinia id luctus at nulla placeholder should replaced replaced cwa app ios src xcode ena ena resources localization de lproj localizable strings line 829 in ac53b85 risklegend random text = die zufallscodes sind zuf llig erzeugte zahlen und buchstabenkombinationen sie werden zwischen benachbarten smartphones ausgetauscht zufallskennungen lassen sich nicht einer bestimmten person zuordnen und werden nach 14 tagen automatisch gel scht eine corona positiv getestete person kann ihre zufallscodes der letzten bis zu 14 tage freiwillig mit anderen cwa nutzern teilen not sure if users know what cwa stands for changed app nutzern in general i m not sure about heavy use of hyphens in my opinion should ger teeinstellungen not ger te einstellungen risikoermittlung not risiko ermittlung begegnungsaufzeichnung not begegnungs aufzeichnung etc heavy use of hyphens due fact app tries use leichte sprache simple language you can find more information here or here,0
i agree with adnanzisap implementation of navigation controller looks quite complex maybe its overkill here could fix current bug but could bring more bugs in future in specific cases i suggest such actions depending on your choice reduce complexity of current implementation or do task from scratch using another approach,0
for me ios14 beta2 still not working stopping at step opening app again show black screen in settings i see not available in your region� even i am in germany i tried all tricks even reset settings but didn�t work for ios 14 there another issue for example 886 you could also take look at faq,0
duplicate please look in faq close,0
hey benekuehn thanks for pointing out second icon was already removed from current development branch few days ago or was yesterday,0
hi guys thanks for your discussions we have our plan rewrite ui code once we release our app after some internal discussion we wont use any 3rd party lib do because autolayout api much more better than first please stay tuned once we start our plan we let community know thank you very much cc christiankienle,0
i just reinstalled app interestingly already during setup process immediately after asks activate exposure logging i got enerrordomakn error 5 again i do not have any special setup device iphone 8 runs ios 13 5 1 setup process was done using my device s mobile data,0
just add my report before upgrade i got these pop ups with regard region changes quite regularly several times every day,0
code looks good let me run some tests,0
answered together with corona warn app cwa documentation 195,0
hey frnkschmtt do you have any progress on you could share with us,0
my iphone 6s with ios 13 5 1 no wifi switched on rebooted twice can still not activate tracing nor on datenschutz still shows in deiner region nicht verf gbar,0
maybe point if app has not run 14 out of 14 days complete risk level cannot named but why do i have low risk level with only 3 days at moment,0
i still have problems with correct display of active days currently i have 11 of 14 days in my calendar since 2 days app 1 0 7 iphone xs ios 13 6 wednesday thursday,0
dann scheine ich wohl nicht alleine mit dem problem zu sein beruhigt mich allerdings nicht wirklich wenn es bei so einer angelegenheit so viele probleme gibt die hintergrundaktualisierung f r die app ist seit dem ersten tage aktiv in meinem kontaktprotokoll erscheint der letzte eintrag vom 04 07 2020 19 05 ist schon ein paar tage her l schen und neu installieren m chte ich nicht in erw gung ziehen da sonst die bisher gesammelten informationen verloren w ren weitere ideen um die app wieder ans laufen zu bekommen am 09 07 20 um 14 43 schrieb tatti01 von tatti01 datum 9 juli 2020an corona warn app cwa app ios cc svesch2006 author betreff re corona warn app cwa app ios risikoermittlung in ios 13 5 1 nicht m glich 872 das kontaktprotokoll zeigt dass ich heute fr h eine kontakt berpr fung hatte aber vorher zuletzt am 6 juli das kontaktprotokoll zeigt bei mir auch aktuelle eintr ge offenbar wird aber nichts mehr bermittelt you are receiving because you authored thread reply email directly view on github or unsubscribe þ�ý�context type emailmessage potentialaction type viewaction target 872 comment url 872 comment name view issue description view issue on github publisher type organization name github url,0
next day same shit sap telekom are not able fix bug,0
i other suggest replace mundschutz mund nasen schutz or mund nasen bedeckung in exposuredetection guide mask,0
i also have bug iphone xr ios 13 6 public beta 3,0
you updated os yesterday around which time update ios 13 6 was at 15 7 20 00 germany what do you mean by end app swiping up app still was in task list after i recognised background update dont work i have swiping for test was about yesterday evening aditional remark i am using two iphones i dont know for sure background activity has been woked on both on iphone updates always was during daytime,0
thanks sebastianwolf sap for pointing me 740 very interesting discussion there yes matches 100 with my observations sorry for duplicate i was not aware of other ticket,0
,0
i got same error message but now app asked me activate tracking,0
thank you very much tantalum73,0
why on hold,0
pull request 761,0
tho mat clarify you updated os yesterday around which time what do you mean by end app swiping up,0
sie als entwickler sollten dann vielleicht vorher auch mal einen blick in das faq dieses projektes werfen das fehler template hat ja nicht ohne grund die checkliste um zu pr fen ob ein duplikat existiert auch unter geschlossenen fehlern� k nnen sie nachvollziehen dass dieser fehler in den letzten 2 wochen bestimmt ber 10 mal gestellt wurde das erspart den entwicklern viel arbeit danke,0
update i just had very issue after syncing iphone ios 13 6 with my mac macos 10 15 6 app v1 0 7 indicated there would no internet connection even though wlan as well as mobile data was activated quitting restarting app didnt change anything switching airplane mode on off workaround sort of,0
done  merged upstream branch resolved merge conflicts in enstatetests swift file,0
,0
i just read about apple family sharing familienfreigabe in our case out of 4 iphones se 2x8 6 all work fine except se all unmanaged we also use familienfreigabe von meinem iphone gesendet  am 26 06 2020 um 20 13 schrieb peter huber hi all on my iphone 8 everything fine under setttingscorona warn i can go bottom blue text see covid 19 kontaktprotokoll after authentication i see log of my contacts with timestamp on my sons iphone se there not single entry he has weird�error 5� i suspect there not small number out there with app running but with no effect because virtually disabled on my company phone iphone se managed i realized app also disables all contact checking silently once powersaving mode on i had accidentially turned on 76 battery wondered why app showed some kind of disabled state red wlan on comic picture of contact check after disabling power saving restarting app all was fine different topic but interesting know cheers peter von meinem iphone gesendet am 26 06 2020 um 19 19 schrieb steffen zerbe what do we know until now ¾�german swiss app face same problem not dns related can solved swiss app wob�t use deutsche telekom domain with high probability�¾�problem did not show up on android of app yet�¾�most if iphone models supporting ios 13 5+ show error not model specific�¾�showed up spontanousy without any change installed app or ios external factor�¾�keep up good work dev team chase bug�¾� you are receiving because you were mentioned reply email directly view on github or unsubscribe,0
happened me as well notification was first thing my iphone displayed yesterday in morning battery usage of covid 19 tracking was at 60 after night today was back normal saying 4 in morning,0
thank you very much mhvuze do you have any idea how handle whitespaces around  dude page you linked seems inconclusive for me being said your pr certainly improves things should merged from my point of view,0
stahlfabrik no detailed help of contact protocol feature in ios explains diagnosis keys related phones are exchanged with infrastrcture e g app exchanges diagnosis keys related phones with rki servers rki servers check diagnosis keys against data of diagnosis keys in infected people database when key found app informed about requests from you you share ids of your phone with rki database inform people they might infected via app when app has requested share ids you committed then you in ios datenschutz health x access contact tracing protocol as protocol reset every 14 days app check infection every day you can have as maxium 14 access contact tracing protocol assuming you meet every day new people which might infected app requesting everday you share ids you allow every day,0
,0
1289 was already fixed with in 470 please align,0
hi eisvogelsap there any update its part of next release thanks,0
same issue here first err 11 after latest update err 13 ios 13 5 1 iphone se last update yesterday 4 02am reproducible are every start try restart 24 hours wait n�see indeed restarting phone not opening app for 24 hours solved issue corona warn app back in operation looking forward for ios 13 5 2 or 13 6 which hopefully get rid of api rate limit error thanks reinholdl for hint above,0
hi i dont experience issue but i wanted share some technical details maybe itll help with investigation cwa 1 0 7 ios 13 6 17g68 was attending apple beta program before deleted beta profil one week ago so i updaded from ios 13 6 public beta 3 device iphone xr provider o2 de with nano sim location munich germany default language german,0
conclusion when user first starts app in introduction screens should told explicitly user has enable bluetooth cellular data every time he goes outside so app can work without chances of many people not using app right are huge because app does tell you when opening but user won t open app frequently i would also add both bluetooth options are just fine turning bluetooth completely on blue symbol on my iphone se partly deactivating white symbol for me important topic i do not want have my bluetooth on all time i mostly use partly off mode as far as i understood mode completely enough for corona app,0
hi jeehut yes there was problem with pr we had revert ill reopen ticket until badge appears,0
corneliusroemer thanks for suggestion somehow makes sense but as im specifically addressing issues with community interaction in ios project i think also makes sense leave here i dont know how community proposals are treated in different sub projects so making broad statements in documentation repo wouldnt fair,0
i didn t switch off anything yesterday was 13 14 today dropped 7 14 with no reason or i just don�t understand reason,0
what about android app same bug solution already in progress available let me check for you 796,0
unfortunately not but we keep you up date here as soon as we hear something from apple mit freundlichen gr en best regards sw corona warn app open source team,0
i have ios 14 0 beta cwa in germany ist not working only blank screen after app start for ios 14 people there own bug pinned issue 749 denismtfl,0
duplicate beta 1 doesn t support,0
